Index,NA,NB,NC,NT,VA,VB,VC,RA,RB,RC,ZA,ZB,ZC,rA,rB,rC,rCA,rCB,rCC,PA,PB,PC,PAv,PSd,a_b,c,MAv,LAC,LBC,SAC,SBC,LAv,SAv,Temperature,Nop,ZT
20,1,4,7,12,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.38,0.2,3.804,21.898000000000003,77.08,2.752,2.717,2.05,1.97,2.734,2.011,350,0,0.5
21,1,4,7,12,2,3,7,4,4,5,32,33,52,125,115,140,120,119,138,2.01,2.18,2.12,2.13,0.05,4.06,23.186,105.46,2.923,2.9010000000000002,1.9,1.75,2.912,1.8230000000000002,350,1,0.45
22,1,4,7,12,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.33,0.26,4.0969999999999995,22.581,121.77,2.8160000000000003,2.957,1.86,1.74,2.886,1.801,350,0,0.34
23,1,4,7,12,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.08,0.05,4.303,24.405,150.14,2.971,3.1439999999999997,1.76,1.59,3.057,1.675,350,1,0.47
24,1,4,7,12,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.34,0.25,4.013,22.42,92.69,2.8,2.887,1.93,1.85,2.843,1.891,350,0,0.3
25,1,4,7,12,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.09,0.04,4.231,24.064,121.07,2.9589999999999996,3.07,1.82,1.68,3.014,1.7530000000000001,350,1,0.44
26,1,4,7,12,0,3,7,3,4,5,14,33,52,110,115,140,111,119,138,1.98,2.18,2.12,2.13,0.05,4.039,23.127,101.75,2.845,2.9010000000000002,2.08,1.73,2.873,1.9069999999999998,350,0,0.52
27,1,4,7,12,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.08,0.05,4.272,24.453000000000003,146.43,2.909,3.1430000000000002,1.86,1.58,3.0260000000000002,1.72,350,1,0.58
28,1,4,7,12,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.09,0.05,4.206,24.037,117.36,2.8939999999999997,3.07,1.95,1.67,2.9819999999999998,1.8119999999999998,350,1,0.56
29,1,4,7,12,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.13,0.06,4.092,23.516,109.3,3.097,2.905,1.71,1.73,3.0010000000000003,1.719,350,1,0.49
30,1,4,7,12,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.32,0.27,4.132,22.739,125.61,2.951,2.9610000000000003,1.75,1.72,2.9560000000000004,1.734,350,0,0.28
31,1,4,7,12,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.07,0.06,4.346,24.581999999999997,153.99,3.1180000000000003,3.147,1.68,1.58,3.133,1.6280000000000001,350,1,0.38
32,1,4,7,12,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.33,0.26,4.047,22.614,96.54,2.943,2.892,1.77,1.82,2.917,1.794,350,0,0.29
33,1,4,7,12,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.08,0.05,4.271,24.283,124.91,3.114,3.074,1.69,1.67,3.094,1.679,350,1,0.41
34,1,4,7,12,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.32,0.28,4.151,22.794,132.99,3.0189999999999997,2.96,1.62,1.74,2.99,1.6769999999999998,350,0,0.28
35,1,4,7,12,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.07,0.07,4.361000000000001,24.699,161.36,3.187,3.1460000000000004,1.56,1.59,3.167,1.574,350,1,0.36
36,1,4,7,12,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.33,0.27,4.069,22.678,103.91,3.017,2.892,1.62,1.84,2.9539999999999997,1.726,350,0,0.28
37,1,4,7,12,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.08,0.07,4.2860000000000005,24.386,132.28,3.1910000000000003,3.073,1.55,1.68,3.1319999999999997,1.619,350,1,0.4
38,2,2,5,9,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.35,0.23,3.845,15.776,76.65,2.763,2.727,1.95,1.92,2.745,1.93,350,0,0.59
39,2,2,5,9,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.31,0.27,4.048,16.174,106.44,2.8089999999999997,2.955,1.82,1.72,2.8819999999999997,1.7690000000000001,350,0,0.39
40,2,2,5,9,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.07,0.05,4.256,17.396,133.46,2.966,3.145,1.76,1.57,3.055,1.666,350,1,0.6
41,2,2,5,9,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.32,0.26,3.99,16.039,87.06,2.798,2.885,1.83,1.81,2.841,1.824,350,0,0.29
42,2,2,5,9,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.05,4.2139999999999995,17.158,114.08,2.958,3.07,1.77,1.67,3.014,1.715,350,1,0.5
43,2,2,5,9,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.07,0.06,4.1819999999999995,17.387,123.57,2.889,3.15,1.9,1.53,3.0189999999999997,1.716,350,1,0.63
44,2,2,5,9,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.07,0.06,4.149,17.09,104.19,2.883,3.072,1.91,1.63,2.978,1.767,350,1,0.61
45,2,2,5,9,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.34,0.25,3.9360000000000004,16.338,86.9,2.925,2.745,1.75,1.86,2.835,1.804,350,0,0.64
46,2,2,5,9,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.1,0.08,4.19,17.277,113.92,3.103,2.927,1.69,1.67,3.015,1.68,350,1,0.66
47,2,2,5,9,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.3,0.28,4.152,16.554000000000002,116.69,2.96,2.967,1.68,1.69,2.964,1.6880000000000002,350,0,0.41
48,2,2,5,9,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.06,0.07,4.377,17.743,143.71,3.1289999999999996,3.155,1.63,1.56,3.142,1.595,350,1,0.46
49,2,2,5,9,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.31,0.27,4.091,16.468,97.3,2.952,2.9010000000000002,1.69,1.77,2.926,1.73,350,0,0.39
50,2,2,5,9,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.07,0.06,4.322,17.645,124.32,3.1210000000000004,3.083,1.64,1.64,3.102,1.6380000000000001,350,1,0.54
51,2,2,5,9,8,3,4,6,4,4,82,33,34,180,115,103,146,119,120,1.87,2.18,2.55,2.32,0.28,4.001,16.387,106.56,3.005,2.755,1.59,1.85,2.88,1.72,350,0,0.55
52,2,2,5,9,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.08,0.11,4.225,17.526,133.58,3.1839999999999997,2.927,1.53,1.69,3.056,1.609,350,1,0.47
53,2,2,5,9,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.28,0.3,4.202,16.678,136.35,3.025,2.97,1.57,1.71,2.997,1.64,350,0,0.32
54,2,2,5,9,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.04,0.1,4.417,17.912,163.37,3.194,3.1519999999999997,1.53,1.58,3.173,1.5530000000000002,350,1,0.4
55,2,2,5,9,8,6,1,6,5,3,82,51,16,180,145,100,146,139,105,1.87,2.05,2.58,2.3,0.31,4.025,15.995999999999999,90.92,2.926,2.793,1.57,1.9,2.86,1.734,350,0,0.54
56,2,2,5,9,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.29,0.3,4.143,16.616,116.97,3.0210000000000004,2.904,1.57,1.79,2.9619999999999997,1.6769999999999998,350,0,0.24
57,2,2,5,9,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.05,0.1,4.362,17.785,143.99,3.193,3.082,1.51,1.65,3.138,1.584,350,1,0.44
58,3,2,6,11,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.34,0.24,3.861,57.053000000000004,76.49,2.766,2.7310000000000003,1.93,1.91,2.7489999999999997,1.919,350,0,0.47
59,3,2,6,11,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.07,0.05,4.242,62.482,127.4,2.964,3.1439999999999997,1.76,1.57,3.054,1.6680000000000001,350,1,0.52
60,3,2,6,11,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.05,4.206,61.831,111.54,2.957,3.071,1.78,1.67,3.014,1.7209999999999999,350,1,0.43
61,3,2,6,11,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.32,0.26,3.978,59.271,89.07,2.93,2.758,1.74,1.82,2.844,1.7790000000000001,350,1,0.53
62,3,2,6,11,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.09,0.08,4.23,62.723,115.6,3.108,2.935,1.68,1.65,3.022,1.6640000000000001,350,1,0.61
63,3,2,6,11,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.29,0.28,4.16,59.855,113.44,2.9619999999999997,2.968,1.67,1.69,2.965,1.681,350,0,0.3
64,3,2,6,11,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.06,0.07,4.388,64.092,139.97,3.1310000000000002,3.156,1.63,1.56,3.1430000000000002,1.591,350,1,0.36
65,3,2,6,11,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.3,0.28,4.106,59.778,97.58,2.955,2.903,1.68,1.77,2.929,1.724,350,0,0.31
66,3,2,6,11,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.06,0.07,4.343,63.743,124.11,3.1239999999999997,3.0869999999999997,1.63,1.63,3.1060000000000003,1.631,350,1,0.45
67,3,2,6,11,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.06,0.12,4.275,63.71,139.73,3.181,2.9410000000000003,1.54,1.65,3.0610000000000004,1.599,350,1,0.46
68,3,2,6,11,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.27,0.31,4.218999999999999,60.471000000000004,137.57,3.028,2.972,1.57,1.7,3.0,1.635,350,0,0.33
69,3,2,6,11,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.27,0.31,4.172,60.309,121.71,3.023,2.911,1.56,1.77,2.967,1.6680000000000001,350,0,0.33
70,3,2,6,11,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.04,0.11,4.391,64.53,148.25,3.194,3.089,1.52,1.64,3.141,1.58,350,1,0.38
1,1,2,4,7,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.37,0.22,3.82,37.787,76.9,2.7560000000000002,2.722,1.99,1.93,2.739,1.959,400,0,0.51
2,1,2,4,7,2,3,7,4,4,5,32,33,52,125,115,140,120,119,138,2.01,2.18,2.12,2.12,0.05,4.073,40.022,104.69,2.927,2.905,1.88,1.73,2.9160000000000004,1.8030000000000002,400,0,0.4
3,1,2,4,7,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.32,0.26,4.0760000000000005,38.745,115.2,2.812,2.958,1.83,1.71,2.885,1.7730000000000001,400,0,0.38
4,1,2,4,7,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.08,0.05,4.283,41.826,143.0,2.966,3.147,1.77,1.57,3.056,1.671,400,1,0.58
5,1,2,4,7,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.33,0.25,4.004,38.481,90.28,2.798,2.887,1.85,1.81,2.842,1.829,400,0,0.34
6,1,2,4,7,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.04,4.224,41.25,118.07,2.958,3.071,1.77,1.66,3.014,1.716,400,1,0.43
7,1,2,4,7,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.07,0.06,4.236000000000001,41.762,136.64,2.897,3.15,1.9,1.54,3.0239999999999996,1.719,400,1,0.73
8,1,2,4,7,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.08,0.05,4.1819999999999995,41.16,111.71,2.887,3.073,1.91,1.63,2.98,1.7719999999999998,400,1,0.58
9,1,2,4,7,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.36,0.23,3.877,38.464,83.48,2.924,2.7310000000000003,1.76,1.9,2.827,1.83,400,0,0.53
10,1,2,4,7,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.11,0.07,4.132,40.736,111.28,3.1039999999999996,2.9139999999999997,1.7,1.7,3.009,1.699,400,1,0.66
11,1,2,4,7,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.31,0.27,4.14,39.299,121.79,2.9539999999999997,2.965,1.72,1.7,2.96,1.7080000000000002,400,0,0.41
12,1,2,4,7,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.07,0.06,4.361000000000001,42.315,149.58,3.1239999999999997,3.1519999999999997,1.67,1.56,3.138,1.6119999999999999,400,1,0.47
13,1,2,4,7,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.32,0.26,4.065,39.156,96.86,2.947,2.8960000000000004,1.71,1.78,2.9219999999999997,1.749,400,0,0.37
14,1,2,4,7,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.08,0.06,4.29,41.893,124.66,3.1189999999999998,3.077,1.66,1.64,3.0980000000000003,1.649,400,1,0.52
15,1,2,4,7,8,3,4,6,4,4,82,33,34,180,115,103,146,119,120,1.87,2.18,2.55,2.35,0.25,3.9160000000000004,38.74,96.13,3.0069999999999997,2.733,1.58,1.91,2.87,1.742,400,0,0.48
16,1,2,4,7,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.1,0.1,4.1530000000000005,41.265,123.92,3.1910000000000003,2.91,1.51,1.72,3.05,1.618,400,1,0.56
17,1,2,4,7,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.3,0.29,4.171,39.471,134.43,3.0210000000000004,2.964,1.59,1.72,2.9930000000000003,1.653,400,0,0.32
18,1,2,4,7,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.06,0.09,4.382,42.674,162.22,3.1919999999999997,3.148,1.54,1.58,3.17,1.5619999999999998,400,1,0.45
19,1,2,4,7,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.06,0.08,4.317,42.231,137.3,3.194,3.075,1.51,1.66,3.135,1.587,400,1,0.48
20,1,4,7,12,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.38,0.2,3.804,21.898000000000003,77.08,2.752,2.717,2.05,1.97,2.734,2.011,400,0,0.56
21,1,4,7,12,2,3,7,4,4,5,32,33,52,125,115,140,120,119,138,2.01,2.18,2.12,2.13,0.05,4.06,23.186,105.46,2.923,2.9010000000000002,1.9,1.75,2.912,1.8230000000000002,400,1,0.53
22,1,4,7,12,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.33,0.26,4.0969999999999995,22.581,121.77,2.8160000000000003,2.957,1.86,1.74,2.886,1.801,400,0,0.4
23,1,4,7,12,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.08,0.05,4.303,24.405,150.14,2.971,3.1439999999999997,1.76,1.59,3.057,1.675,400,1,0.56
24,1,4,7,12,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.34,0.25,4.013,22.42,92.69,2.8,2.887,1.93,1.85,2.843,1.891,400,0,0.35
25,1,4,7,12,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.09,0.04,4.231,24.064,121.07,2.9589999999999996,3.07,1.82,1.68,3.014,1.7530000000000001,400,1,0.54
26,1,4,7,12,0,3,7,3,4,5,14,33,52,110,115,140,111,119,138,1.98,2.18,2.12,2.13,0.05,4.039,23.127,101.75,2.845,2.9010000000000002,2.08,1.73,2.873,1.9069999999999998,400,1,0.58
27,1,4,7,12,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.08,0.05,4.272,24.453000000000003,146.43,2.909,3.1430000000000002,1.86,1.58,3.0260000000000002,1.72,400,1,0.65
28,1,4,7,12,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.09,0.05,4.206,24.037,117.36,2.8939999999999997,3.07,1.95,1.67,2.9819999999999998,1.8119999999999998,400,1,0.64
29,1,4,7,12,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.13,0.06,4.092,23.516,109.3,3.097,2.905,1.71,1.73,3.0010000000000003,1.719,400,1,0.57
30,1,4,7,12,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.32,0.27,4.132,22.739,125.61,2.951,2.9610000000000003,1.75,1.72,2.9560000000000004,1.734,400,0,0.34
31,1,4,7,12,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.07,0.06,4.346,24.581999999999997,153.99,3.1180000000000003,3.147,1.68,1.58,3.133,1.6280000000000001,400,1,0.46
32,1,4,7,12,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.33,0.26,4.047,22.614,96.54,2.943,2.892,1.77,1.82,2.917,1.794,400,0,0.35
33,1,4,7,12,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.08,0.05,4.271,24.283,124.91,3.114,3.074,1.69,1.67,3.094,1.679,400,1,0.5
34,1,4,7,12,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.32,0.28,4.151,22.794,132.99,3.0189999999999997,2.96,1.62,1.74,2.99,1.6769999999999998,400,0,0.33
35,1,4,7,12,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.07,0.07,4.361000000000001,24.699,161.36,3.187,3.1460000000000004,1.56,1.59,3.167,1.574,400,1,0.43
36,1,4,7,12,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.33,0.27,4.069,22.678,103.91,3.017,2.892,1.62,1.84,2.9539999999999997,1.726,400,0,0.33
37,1,4,7,12,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.08,0.07,4.2860000000000005,24.386,132.28,3.1910000000000003,3.073,1.55,1.68,3.1319999999999997,1.619,400,1,0.47
38,2,2,5,9,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.35,0.23,3.845,15.776,76.65,2.763,2.727,1.95,1.92,2.745,1.93,400,0,0.63
39,2,2,5,9,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.31,0.27,4.048,16.174,106.44,2.8089999999999997,2.955,1.82,1.72,2.8819999999999997,1.7690000000000001,400,0,0.46
40,2,2,5,9,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.07,0.05,4.256,17.396,133.46,2.966,3.145,1.76,1.57,3.055,1.666,400,1,0.67
41,2,2,5,9,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.32,0.26,3.99,16.039,87.06,2.798,2.885,1.83,1.81,2.841,1.824,400,0,0.35
42,2,2,5,9,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.05,4.2139999999999995,17.158,114.08,2.958,3.07,1.77,1.67,3.014,1.715,400,1,0.59
43,2,2,5,9,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.07,0.06,4.1819999999999995,17.387,123.57,2.889,3.15,1.9,1.53,3.0189999999999997,1.716,400,1,0.71
44,2,2,5,9,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.07,0.06,4.149,17.09,104.19,2.883,3.072,1.91,1.63,2.978,1.767,400,1,0.67
45,2,2,5,9,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.34,0.25,3.9360000000000004,16.338,86.9,2.925,2.745,1.75,1.86,2.835,1.804,400,0,0.68
46,2,2,5,9,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.1,0.08,4.19,17.277,113.92,3.103,2.927,1.69,1.67,3.015,1.68,400,1,0.71
47,2,2,5,9,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.3,0.28,4.152,16.554000000000002,116.69,2.96,2.967,1.68,1.69,2.964,1.6880000000000002,400,0,0.5
48,2,2,5,9,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.06,0.07,4.377,17.743,143.71,3.1289999999999996,3.155,1.63,1.56,3.142,1.595,400,1,0.54
49,2,2,5,9,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.31,0.27,4.091,16.468,97.3,2.952,2.9010000000000002,1.69,1.77,2.926,1.73,400,0,0.48
50,2,2,5,9,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.07,0.06,4.322,17.645,124.32,3.1210000000000004,3.083,1.64,1.64,3.102,1.6380000000000001,400,1,0.61
51,2,2,5,9,8,3,4,6,4,4,82,33,34,180,115,103,146,119,120,1.87,2.18,2.55,2.32,0.28,4.001,16.387,106.56,3.005,2.755,1.59,1.85,2.88,1.72,400,0,0.59
52,2,2,5,9,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.08,0.11,4.225,17.526,133.58,3.1839999999999997,2.927,1.53,1.69,3.056,1.609,400,1,0.54
53,2,2,5,9,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.28,0.3,4.202,16.678,136.35,3.025,2.97,1.57,1.71,2.997,1.64,400,0,0.38
54,2,2,5,9,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.04,0.1,4.417,17.912,163.37,3.194,3.1519999999999997,1.53,1.58,3.173,1.5530000000000002,400,1,0.48
55,2,2,5,9,8,6,1,6,5,3,82,51,16,180,145,100,146,139,105,1.87,2.05,2.58,2.3,0.31,4.025,15.995999999999999,90.92,2.926,2.793,1.57,1.9,2.86,1.734,400,0,0.59
56,2,2,5,9,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.29,0.3,4.143,16.616,116.97,3.0210000000000004,2.904,1.57,1.79,2.9619999999999997,1.6769999999999998,400,0,0.29
57,2,2,5,9,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.05,0.1,4.362,17.785,143.99,3.193,3.082,1.51,1.65,3.138,1.584,400,1,0.52
58,3,2,6,11,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.34,0.24,3.861,57.053000000000004,76.49,2.766,2.7310000000000003,1.93,1.91,2.7489999999999997,1.919,400,0,0.53
59,3,2,6,11,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.07,0.05,4.242,62.482,127.4,2.964,3.1439999999999997,1.76,1.57,3.054,1.6680000000000001,400,1,0.59
60,3,2,6,11,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.05,4.206,61.831,111.54,2.957,3.071,1.78,1.67,3.014,1.7209999999999999,400,1,0.52
61,3,2,6,11,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.32,0.26,3.978,59.271,89.07,2.93,2.758,1.74,1.82,2.844,1.7790000000000001,400,1,0.59
62,3,2,6,11,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.09,0.08,4.23,62.723,115.6,3.108,2.935,1.68,1.65,3.022,1.6640000000000001,400,1,0.69
63,3,2,6,11,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.29,0.28,4.16,59.855,113.44,2.9619999999999997,2.968,1.67,1.69,2.965,1.681,400,0,0.38
64,3,2,6,11,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.06,0.07,4.388,64.092,139.97,3.1310000000000002,3.156,1.63,1.56,3.1430000000000002,1.591,400,1,0.44
65,3,2,6,11,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.3,0.28,4.106,59.778,97.58,2.955,2.903,1.68,1.77,2.929,1.724,400,0,0.39
66,3,2,6,11,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.06,0.07,4.343,63.743,124.11,3.1239999999999997,3.0869999999999997,1.63,1.63,3.1060000000000003,1.631,400,1,0.53
67,3,2,6,11,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.06,0.12,4.275,63.71,139.73,3.181,2.9410000000000003,1.54,1.65,3.0610000000000004,1.599,400,1,0.53
68,3,2,6,11,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.27,0.31,4.218999999999999,60.471000000000004,137.57,3.028,2.972,1.57,1.7,3.0,1.635,400,0,0.38
69,3,2,6,11,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.27,0.31,4.172,60.309,121.71,3.023,2.911,1.56,1.77,2.967,1.6680000000000001,400,0,0.39
70,3,2,6,11,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.04,0.11,4.391,64.53,148.25,3.194,3.089,1.52,1.64,3.141,1.58,400,1,0.46
1,1,2,4,7,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.37,0.22,3.82,37.787,76.9,2.7560000000000002,2.722,1.99,1.93,2.739,1.959,450,0,0.56
2,1,2,4,7,2,3,7,4,4,5,32,33,52,125,115,140,120,119,138,2.01,2.18,2.12,2.12,0.05,4.073,40.022,104.69,2.927,2.905,1.88,1.73,2.9160000000000004,1.8030000000000002,450,1,0.49
3,1,2,4,7,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.32,0.26,4.0760000000000005,38.745,115.2,2.812,2.958,1.83,1.71,2.885,1.7730000000000001,450,0,0.45
4,1,2,4,7,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.08,0.05,4.283,41.826,143.0,2.966,3.147,1.77,1.57,3.056,1.671,450,1,0.65
